N°,client,consultation_id,intitule_projet,lien,Selection
,Société Tunisienne de Sidérurgie ELFOULADH,S20250505035,لون لحام مواءم للمواصفات التقنية المضمنة في ملحقات,https://www.tuneps.tn/portail/consultations/consultationdetails/232456/S20250505035,0
,MUNENFIDHA - Municipalité de Enfidha,S20250202829,مشاورات بشأن شراء لوازم المكاتب,http://www.tunisurf.com/v3/?mod=6013&aoid=495288&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,CMNT-Centre de Maternité et de Néonatalogie de Tunis,S20250202881,مشروع تركيب الموجات ولوحة كهربائية في قسم الطوارئ في مركز الأمومة والولّيات في تونس العاصمة,http://www.tunisurf.com/v3/?mod=6013&aoid=495450&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Hopital Régional de Jammel,S20250604878,تكاليف الغسل الملابس,https://www.tuneps.tn/portail/consultations/consultationdetails/239657/S20250604878,0
,Centre d’Essais et des Techniques de Construction,S20250504419,تجديد هيكل المركبات في أسطول المركبات التابع للجنة الاقتصادية لأوروبا في عام ٢٠٢٥,https://www.tuneps.tn/portail/consultations/consultationdetails/231665/S20250504419,0
,Direction régionale de la santé de Siliana,S20250505064,18/2025 بشأن شراء المعدَّات النقية في مركز سانت سانتانوس الأساس MGGUERBA,https://www.tuneps.tn/portail/consultations/consultationdetails/232489/S20250505064,0
,Ministère de la Défense Nationale,S20250505094,معدات إدارة التنظيم الإداري,https://www.tuneps.tn/portail/consultations/consultationdetails/232527/S20250505094,0
,SNDP - Société Nationale de Distribution des Pétroles AGIL,S20250202776,- تشغيل مركز تشغيل محطة الغاز الغازي المزيـر,http://www.tunisurf.com/v3/?mod=6013&aoid=495123&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,MUNMATEUR - Municipalité de Mateur,S20250202756,أعمال صيانة شبكة الإضاءة العامة في وسط مدينة ماتر,http://www.tunisurf.com/v3/?mod=6013&aoid=495242&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Hopital de circonscription de Chebika,S20250505061,"Acquisition drap,drapeaux,nappe de table ,matelas orthopiedique",https://www.tuneps.tn/portail/consultations/consultationdetails/232486/S20250505061,0
,Ecole Supérieure des Sciences et Techniques de la Santé de Sfax,S20250505011,لباس الشغل (إطار التدريس ),https://www.tuneps.tn/portail/consultations/consultationdetails/232428/S20250505011,0
,GSILIANA - Gouvernorat de Siliana,S20250202590,réhabilitation et engazonnement du stade municipal de Bouarada « tranche d'éclairage du terrain »,http://www.tunisurf.com/v3/?mod=6013&aoid=494948&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Commissariat Régional au Développement Agricole de Kasserine,S20250505033,Acquisition des pièces de rechange pour grader,https://www.tuneps.tn/portail/consultations/consultationdetails/232454/S20250505033,0
,MUNSIDIBOUALI - Municipalité de Sidi Bou Ali,S20250202850,achat des drapeaux,http://www.tunisurf.com/v3/?mod=6013&aoid=495385&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,HMAMI - Hôpital Abderrahmane Mami de Pneumophistiologie,S20250202791,PILE CIGARETTE,http://www.tunisurf.com/v3/?mod=6013&aoid=495109&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Sheraton Tunis,-,travaux d'aménagement de la salle des conférences (salle Kairouan) - 03 lot - électricité - staff - menuiseries,http://www.tunisurf.com/v3/?mod=6013&aoid=495426&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,GSB BIZERTE - Groupement de Santé de Base de Bizerte,S20250202877,Achat de produits de nettoyage et de sacs plastiques pour déchets sanitaires,http://www.tunisurf.com/v3/?mod=6013&aoid=495382&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Hôpital La Rabta de Tunis,S20250505047,acaht des lunettes optiflow junior,https://www.tuneps.tn/portail/consultations/consultationdetails/232470/S20250505047,0
,Commune de Bizerte,S20250604836,Acquisition des produits pour la piscine municipale,https://www.tuneps.tn/portail/consultations/consultationdetails/239606/S20250604836,0
,Hopital de circonscription de Chebika,S20250505061,اقتناء أسطوانات، وخزانات، وثببات منضدة، وماتيلات، وخزانات منضدة,https://www.tuneps.tn/portail/consultations/consultationdetails/232486/S20250505061,0
,Ecole Supérieure des Sciences et Techniques de la Santé de Sfax,S20250505011,Habillage de travail (cadre d &apos; enseignement),https://www.tuneps.tn/portail/consultations/consultationdetails/232428/S20250505011,0
,GSILIANA - Gouvernorat de Siliana,S20250202590,1 - ”قطعة إضاءة الملعب“,http://www.tunisurf.com/v3/?mod=6013&aoid=494948&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Commissariat Régional au Développement Agricole de Kasserine,S20250505033,قطع الغيار اللازمة للرطبع,https://www.tuneps.tn/portail/consultations/consultationdetails/232454/S20250505033,0
,MUNSIDIBOUALI - Municipalité de Sidi Bou Ali,S20250202850,من أجل التكلفــة التكلفــة التكلفــة التكلفــة,http://www.tunisurf.com/v3/?mod=6013&aoid=495385&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,HMAMI - Hôpital Abderrahmane Mami de Pneumophistiologie,S20250202791,"""الرحلة"" ""الرحلة"" ""الرحلة""",http://www.tunisurf.com/v3/?mod=6013&aoid=495109&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Sheraton Tunis,-,غرفة الاجتماعات (قاعة القيروان) - 3 دفعات - الكهرباء - الشاتف - النجارة,http://www.tunisurf.com/v3/?mod=6013&aoid=495426&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,GSB BIZERTE - Groupement de Santé de Base de Bizerte,S20250202877,شراء مواد التنظيف والأكياس البلاستيكية لنفايات الصحة الصحية,http://www.tunisurf.com/v3/?mod=6013&aoid=495382&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Hôpital La Rabta de Tunis,S20250505047,(أ) نظـاور نظـر نظـر مـؤتـيـل مـن المـنظـور الـحـمـيـر الـحـيـنـيـر,https://www.tuneps.tn/portail/consultations/consultationdetails/232470/S20250505047,0
,Commune de Bizerte,S20250604836,شراء منتجات المسبح البلدي,https://www.tuneps.tn/portail/consultations/consultationdetails/239606/S20250604836,0
,PCMAHDIA - Prison Civile de Mahdia,S20250202752,Acquisition de matériel de télédiffusion pour la prison de Mahdia,http://www.tunisurf.com/v3/?mod=6013&aoid=495132&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Gouvernorat de Gafsa,20250501286,دراسة منشأة مائية على وادي أولاد ماجد بمعتمدية الرديف بولاية قفصة,https://www.tuneps.tn/portail/offres/details/88061/20250501286,0
,Direction Générale des Prisons et de la Rééducation,S20250505092,اقتناء و شحن قوارير الإطفاء لفائدة الهيئة العامة للسجون و الإصلاح,https://www.tuneps.tn/portail/consultations/consultationdetails/232525/S20250505092,0
,Hopital circonscription de Bouarada,S20250604918,صيانة السيارات الإدارية بالمستشفى المحلي ببوعرادة,https://www.tuneps.tn/portail/consultations/consultationdetails/239705/S20250604918,0
,Institut  National de la Météorologie,S20250505022,انجاز اشغال تعهد وصيانة أربعة مساكن ادارية كائنة بالحي السكني بقابس التابع للمعهد الوطني للرصد الجوي,https://www.tuneps.tn/portail/consultations/consultationdetails/232441/S20250505022,0
,Faculté des Sciences de Gafsa,S20250505050,إقتناء وتركيب مكيفات لفائدة مخبر بحث البيو تكنولوجيا ومراقبة جودة البيئة والمحيط الواحي,https://www.tuneps.tn/portail/consultations/consultationdetails/232473/S20250505050,0
,Commissariat régional aux affaires culturelles de la Manouba,S20250604927,اقتناء وتركيب مكيفات هواء لفائدة دور الثقافة بولاية منوبة,https://www.tuneps.tn/portail/consultations/consultationdetails/239715/S20250604927,0
,Groupement de Santé de Base de Ben Arous,S20250504404,Travaux d'étanchéité de centre de santé de base Borj Cedria :,https://www.tuneps.tn/portail/consultations/consultationdetails/231652/S20250504404,0
,Hôpital Sahloul de Sousse,S20250604893,تسويغ محل حلاقة بالطابق الارضي لبهو المستشفى لفائدة الاعوان و المرضى التابعين للمستشفى  بالطريقة المادية و اللامادية,https://www.tuneps.tn/portail/consultations/consultationdetails/239674/S20250604893,0
,Société des Transports de Tunis,S20250604721,RIDEAU PARASOLEIL POUR FENETRE LATERALE CABINE CONDUITE + ACCESSOIRES DE FIXATION,https://www.tuneps.tn/portail/consultations/consultationdetails/239489/S20250604721,0
,PCMAHDIA - Prison Civile de Mahdia,S20250202752,شراء معدات تلفزيونية لسجن المهدية,http://www.tunisurf.com/v3/?mod=6013&aoid=495132&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Gouvernorat de Gafsa,20250501286,"Étude d &apos; une installation d &apos; adduction d &apos; eau sur la vallée d &apos; Oulad Majid, dans l &apos; État d &apos; Al-Radif, dans l &apos; État de Qasra",https://www.tuneps.tn/portail/offres/details/88061/20250501286,0
,Direction Générale des Prisons et de la Rééducation,S20250505092,Achat et expédition de bouteilles de pompier pour la Direction générale des prisons et des réparations,https://www.tuneps.tn/portail/consultations/consultationdetails/232525/S20250505092,0
,Hopital circonscription de Bouarada,S20250604918,Entretien des véhicules administratifs à l &apos; hôpital local de Bourada,https://www.tuneps.tn/portail/consultations/consultationdetails/239705/S20250604918,0
,Institut  National de la Météorologie,S20250505022,Entretien et entretien de 4 logements administratifs du quartier résidentiel de l &apos; Institut national de surveillance aérienne,https://www.tuneps.tn/portail/consultations/consultationdetails/232441/S20250505022,0
,Faculté des Sciences de Gafsa,S20250505050,Acquisition et installation de climatiseurs pour le laboratoire de recherche biotechnologique et de contrôle de la qualité de l &apos; environnement et de l &apos; océan benthique,https://www.tuneps.tn/portail/consultations/consultationdetails/232473/S20250505050,0
,Commissariat régional aux affaires culturelles de la Manouba,S20250604927,Achat et installation de climatiseurs pour les maisons de la culture d &apos; un État suppléant,https://www.tuneps.tn/portail/consultations/consultationdetails/239715/S20250604927,0
,Groupement de Santé de Base de Ben Arous,S20250504404,أعمال سد التسرب في المراكز الصحية الأساسية لبرج سدريا:,https://www.tuneps.tn/portail/consultations/consultationdetails/231652/S20250504404,0
,Hôpital Sahloul de Sousse,S20250604893,"Un rasoir à l'étage de l'hôpital pour les agents et les patients de l'hôpital, de manière physique et immatérielle.",https://www.tuneps.tn/portail/consultations/consultationdetails/239674/S20250604893,0
,Société des Transports de Tunis,S20250604721,مفتـرـرصـات استصـلاصـل مـن النظـر النظيـر النظفـي فـي البحـر البحـر البحـرـي النظيـر ورصـاصـات انفـصـاص,https://www.tuneps.tn/portail/consultations/consultationdetails/239489/S20250604721,0
,STS - Société Tunisienne de sidérurgie ( El Fouladh),S20250202868,Fourniture de bureau pour ensemble usine,http://www.tunisurf.com/v3/?mod=6013&aoid=495366&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Hôpital De Circonscription Bechir Bennaceur Ben Aoun,S20250504375,الإعتناء بالبنايات نجارة الألمنيوم,https://www.tuneps.tn/portail/consultations/consultationdetails/231614/S20250504375,0
,Régie Nationale des Tabacs et des Allumettes,20250501304,Acquisition de papiers manchettes VMG/VMI/Blanc,https://www.tuneps.tn/portail/offres/details/88086/20250501304,0
,HCOULEDCHEMAKH - Hôpital de circonscription de Ouled Chemakh,S20250202878,consommables et papier hygiénique,http://www.tunisurf.com/v3/?mod=6013&aoid=495379&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,MUNSIDIBOUALI - Municipalité de Sidi Bou Ali,S20250202849,Achat de matériel électrique,http://www.tunisurf.com/v3/?mod=6013&aoid=495387&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Hôpital La Rabta de Tunis,S20250604760,l'exécution d'un levé topographique en vue de créer une unité de scanner au service des urgences du CHU La Rabta,https://www.tuneps.tn/portail/consultations/consultationdetails/239529/S20250604760,0
,Ecole Supérieure des Sciences et Techniques de la Santé de Tunis,S20250604839,Travaux d’entretien  DES CLIMATISEURS,https://www.tuneps.tn/portail/consultations/consultationdetails/239609/S20250604839,0
,Société Régionale de Transport de Béjà,S20250505036,consultation d'achat pièce de rechange,https://www.tuneps.tn/portail/consultations/consultationdetails/232457/S20250505036,0
,Office de la Topographie et du Cadastre,S20250604873,confection des repères de nivellements en fonte,https://www.tuneps.tn/portail/consultations/consultationdetails/239650/S20250604873,0
,Direction Générale des Prisons et de la Rééducation,S20250505096,اقتناء معدات تبريد لفائدة الهيئة العامة للسجون و الإصلاح,https://www.tuneps.tn/portail/consultations/consultationdetails/232532/S20250505096,0
,STS - Société Tunisienne de sidérurgie ( El Fouladh),S20250202868,لوازم مكتبية لمعاملات مكتبية,http://www.tunisurf.com/v3/?mod=6013&aoid=495366&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,Hôpital De Circonscription Bechir Bennaceur Ben Aoun,S20250504375,"Occupez-vous des bâtiments, menuiserie d'aluminium.",https://www.tuneps.tn/portail/consultations/consultationdetails/231614/S20250504375,0
,Régie Nationale des Tabacs et des Allumettes,20250501304,الحصول على أوراق إثبات الأكماد VMG/VMI/Blanc,https://www.tuneps.tn/portail/offres/details/88086/20250501304,0
,HCOULEDCHEMAKH - Hôpital de circonscription de Ouled Chemakh,S20250202878,وورق صحي صحي,http://www.tunisurf.com/v3/?mod=6013&aoid=495379&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
,MUNSIDIBOUALI - Municipalité de Sidi Bou Ali,S20250202849,اقتناء معدات كهربائية,http://www.tunisurf.com/v3/?mod=6013&aoid=495387&ak=MjQ2NzI1fHxwcm9ncmVzcw==&src=NLAO,0
